Index,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
1,r2i1p1f2-CNRM,r50i1p1f1-MIROC6,r9i1p1f1-MIROC6,r26i1p1f1-MIROC6,r46i1p1f1-MIROC6,r14i1p1f1-MIROC6,r39i1p1f1-MIROC6,r5i1p1f1-MIROC6,r23i1p1f1-MIROC6,r9i1p1f1-MIROC6,r14i1p1f1-MIROC6,r26i1p1f2-CNRM,r39i1p1f1-MIROC6,r50i1p1f1-MIROC6,r8i1p1f1-MIROC6,r13i1p1f2-CNRM,r19i1p1f1-MIROC6,r46i1p1f1-MIROC6,r22i1p1f1-MIROC6,r9i1p1f1-MIROC6,r21i1p1f1-MIROC6,r46i1p1f1-MIROC6,r5i1p1f1-MIROC6,r33i1p1f1-MIROC6,r9i1p1f1-MIROC6,r13i1p1f2-CNRM,r37i1p1f1-MIROC6,r50i1p1f1-MIROC6,r50i1p1f1-MIROC6,r13i1p1f2-CNRM,r26i1p1f1-MIROC6,r48i1p1f1-MIROC6,r42i1p1f1-MIROC6,r48i1p1f1-MIROC6
2,r3i1p1f1-MIROC6,r23i1p1f1-MIROC6,r23i1p1f1-MIROC6,r5i1p1f1-MIROC6,r7i1p1f1-MIROC6,r2i1p1f1-MIROC6,r3i1p1f1-MIROC6,r3i1p1f1-MIROC6,r2i1p1f1-MIROC6,r13i1p1f2-CNRM,r13i1p1f2-CNRM,r50i1p1f1-MIROC6,r42i1p1f1-MIROC6,r5i1p1f1-MIROC6,r46i1p1f1-MIROC6,r26i1p1f2-CNRM,r9i1p1f1-MIROC6,r37i1p1f1-MIROC6,r7i1p1f1-MIROC6,r7i1p1f1-MIROC6,r23i1p1f1-MIROC6,r22i1p1f1-MIROC6,r46i1p1f1-MIROC6,r8i1p1f1-MIROC6,r44i1p1f1-MIROC6,r3i1p1f1-MIROC6,r11i1p1f1-MIROC6,r21i1p1f1-MIROC6,r42i1p1f1-MIROC6,r26i1p1f2-CNRM,r44i1p1f1-MIROC6,r37i1p1f1-MIROC6,r46i1p1f1-MIROC6,r37i1p1f1-MIROC6
3,r8i1p1f1-NorCPM1,r26i1p1f1-MIROC6,r22i1p1f1-MIROC6,r50i1p1f1-MIROC6,r26i1p1f1-MIROC6,r24i1p1f1-MIROC6,r14i1p1f1-MIROC6,r33i1p1f1-MIROC6,r33i1p1f1-MIROC6,r44i1p1f1-MIROC6,r30i1p1f1-MIROC6,r48i1p1f1-MIROC6,r9i1p1f1-MIROC6,r26i1p1f2-CNRM,r41i1p1f1-MIROC6,r19i1p1f1-MIROC6,r26i1p1f2-CNRM,r14i1p1f1-MIROC6,r41i1p1f1-MIROC6,r2i1p1f2-CNRM,r46i1p1f1-MIROC6,r21i1p1f1-MIROC6,r23i1p1f1-MIROC6,r50i1p1f1-MIROC6,r50i1p1f1-MIROC6,r46i1p1f1-MIROC6,r41i1p1f1-MIROC6,r8i1p1f1-MIROC6,r8i1p1f1-NorCPM1,r21i1p1f1-MIROC6,r19i1p1f1-MIROC6,r26i1p1f1-MIROC6,r11i1p1f1-MIROC6,r46i1p1f1-MIROC6
4,r30i1p1f1-MIROC6,r30i1p1f1-MIROC6,r48i1p1f1-MIROC6,r26i1p1f2-CNRM,r21i1p1f1-MIROC6,r3i1p1f1-NorCPM1,r44i1p1f1-MIROC6,r6i1p1f1-MIROC6,r6i1p1f1-MIROC6,r30i1p1f1-MIROC6,r39i1p1f1-MIROC6,r39i1p1f1-MIROC6,r26i1p1f2-CNRM,r39i1p1f1-MIROC6,r7i1p1f1-MIROC6,r41i1p1f1-MIROC6,r13i1p1f2-CNRM,r3i1p1f1-MIROC6,r2i1p1f2-CNRM,r21i1p1f1-MIROC6,r41i1p1f1-MIROC6,r7i1p1f1-MIROC6,r8i1p1f1-NorCPM1,r19i1p1f1-MIROC6,r24i1p1f1-MIROC6,r14i1p1f1-MIROC6,r30i1p1f1-MIROC6,r5i1p1f1-MIROC6,r14i1p1f1-MIROC6,r8i1p1f1-NorCPM1,r9i1p1f1-MIROC6,r42i1p1f1-MIROC6,r8i1p1f1-NorCPM1,r30i1p1f1-MIROC6
5,r24i1p1f1-MIROC6,r6i1p1f1-MIROC6,r30i1p1f1-MIROC6,r6i1p1f1-MIROC6,r5i1p1f1-MIROC6,r39i1p1f1-MIROC6,r13i1p1f2-CNRM,r13i1p1f2-CNRM,r39i1p1f1-MIROC6,r3i1p1f1-NorCPM1,r9i1p1f1-MIROC6,r3i1p1f1-MIROC6,r22i1p1f1-MIROC6,r2i1p1f2-CNRM,r50i1p1f1-MIROC6,r23i1p1f1-MIROC6,r46i1p1f1-MIROC6,r33i1p1f1-MIROC6,r14i1p1f1-MIROC6,r24i1p1f1-MIROC6,r7i1p1f1-MIROC6,r41i1p1f1-MIROC6,r9i1p1f1-MIROC6,r44i1p1f1-MIROC6,r48i1p1f1-MIROC6,r2i1p1f2-CNRM,r7i1p1f1-MIROC6,r33i1p1f1-MIROC6,r44i1p1f1-MIROC6,r19i1p1f1-MIROC6,r2i1p1f1-MIROC6,r44i1p1f1-MIROC6,r37i1p1f1-MIROC6,r33i1p1f1-MIROC6
6,r48i1p1f1-MIROC6,r8i1p1f1-NorCPM1,r24i1p1f1-MIROC6,r9i1p1f1-MIROC6,r41i1p1f1-MIROC6,r22i1p1f1-MIROC6,r3i1p1f1-NorCPM1,r30i1p1f1-MIROC6,r24i1p1f1-MIROC6,r14i1p1f1-MIROC6,r2i1p1f1-MIROC6,r8i1p1f1-NorCPM1,r2i1p1f2-CNRM,r26i1p1f1-MIROC6,r6i1p1f1-MIROC6,r11i1p1f1-MIROC6,r23i1p1f1-MIROC6,r13i1p1f2-CNRM,r3i1p1f1-NorCPM1,r8i1p1f1-NorCPM1,r2i1p1f2-CNRM,r23i1p1f1-MIROC6,r8i1p1f1-MIROC6,r9i1p1f1-MIROC6,r5i1p1f1-MIROC6,r30i1p1f1-MIROC6,r6i1p1f1-MIROC6,r2i1p1f2-CNRM,r8i1p1f1-MIROC6,r14i1p1f1-MIROC6,r39i1p1f1-MIROC6,r8i1p1f1-MIROC6,r6i1p1f1-MIROC6,r3i1p1f1-MIROC6
7,r50i1p1f1-MIROC6,r24i1p1f1-MIROC6,r50i1p1f1-MIROC6,r11i1p1f1-MIROC6,r9i1p1f1-MIROC6,r41i1p1f1-MIROC6,r21i1p1f1-MIROC6,r41i1p1f1-MIROC6,r30i1p1f1-MIROC6,r22i1p1f1-MIROC6,r8i1p1f1-NorCPM1,r30i1p1f1-MIROC6,r33i1p1f1-MIROC6,r23i1p1f1-MIROC6,r26i1p1f1-MIROC6,r37i1p1f1-MIROC6,r2i1p1f1-MIROC6,r7i1p1f1-MIROC6,r46i1p1f1-MIROC6,r48i1p1f1-MIROC6,r24i1p1f1-MIROC6,r5i1p1f1-MIROC6,r44i1p1f1-MIROC6,r8i1p1f1-NorCPM1,r46i1p1f1-MIROC6,r6i1p1f1-MIROC6,r5i1p1f1-MIROC6,r7i1p1f1-MIROC6,r41i1p1f1-MIROC6,r44i1p1f1-MIROC6,r13i1p1f2-CNRM,r46i1p1f1-MIROC6,r26i1p1f2-CNRM,r42i1p1f1-MIROC6
8,r6i1p1f1-MIROC6,r5i1p1f1-MIROC6,r6i1p1f1-MIROC6,r7i1p1f1-MIROC6,r39i1p1f1-MIROC6,r2i1p1f2-CNRM,r6i1p1f1-MIROC6,r22i1p1f1-MIROC6,r22i1p1f1-MIROC6,r39i1p1f1-MIROC6,r6i1p1f1-MIROC6,r2i1p1f1-MIROC6,r50i1p1f1-MIROC6,r8i1p1f1-MIROC6,r11i1p1f1-MIROC6,r39i1p1f1-MIROC6,r11i1p1f1-MIROC6,r23i1p1f1-MIROC6,r23i1p1f1-MIROC6,r3i1p1f1-NorCPM1,r9i1p1f1-MIROC6,r48i1p1f1-MIROC6,r19i1p1f1-MIROC6,r48i1p1f1-MIROC6,r26i1p1f1-MIROC6,r24i1p1f1-MIROC6,r9i1p1f1-MIROC6,r44i1p1f1-MIROC6,r19i1p1f1-MIROC6,r5i1p1f1-MIROC6,r8i1p1f1-NorCPM1,r8i1p1f1-NorCPM1,r30i1p1f1-MIROC6,r11i1p1f1-MIROC6
9,r19i1p1f1-MIROC6,r9i1p1f1-MIROC6,r26i1p1f2-CNRM,r8i1p1f1-NorCPM1,r22i1p1f1-MIROC6,r44i1p1f1-MIROC6,r5i1p1f1-MIROC6,r2i1p1f1-MIROC6,r3i1p1f1-NorCPM1,r41i1p1f1-MIROC6,r19i1p1f1-MIROC6,r41i1p1f1-MIROC6,r8i1p1f1-NorCPM1,r3i1p1f1-NorCPM1,r9i1p1f1-MIROC6,r30i1p1f1-MIROC6,r33i1p1f1-MIROC6,r41i1p1f1-MIROC6,r8i1p1f1-MIROC6,r42i1p1f1-MIROC6,r5i1p1f1-MIROC6,r44i1p1f1-MIROC6,r3i1p1f1-NorCPM1,r5i1p1f1-MIROC6,r33i1p1f1-MIROC6,r22i1p1f1-MIROC6,r33i1p1f1-MIROC6,r14i1p1f1-MIROC6,r39i1p1f1-MIROC6,r8i1p1f1-MIROC6,r46i1p1f1-MIROC6,r2i1p1f1-MIROC6,r19i1p1f1-MIROC6,r8i1p1f1-NorCPM1
10,r11i1p1f1-MIROC6,r8i1p1f1-MIROC6,r5i1p1f1-MIROC6,r23i1p1f1-MIROC6,r24i1p1f1-MIROC6,r26i1p1f1-MIROC6,r22i1p1f1-MIROC6,r11i1p1f1-MIROC6,r13i1p1f2-CNRM,r23i1p1f1-MIROC6,r22i1p1f1-MIROC6,r13i1p1f2-CNRM,r30i1p1f1-MIROC6,r44i1p1f1-MIROC6,r26i1p1f2-CNRM,r3i1p1f1-MIROC6,r7i1p1f1-MIROC6,r8i1p1f1-MIROC6,r33i1p1f1-MIROC6,r41i1p1f1-MIROC6,r3i1p1f1-NorCPM1,r8i1p1f1-NorCPM1,r30i1p1f1-MIROC6,r37i1p1f1-MIROC6,r8i1p1f1-MIROC6,r21i1p1f1-MIROC6,r14i1p1f1-MIROC6,r11i1p1f1-MIROC6,r37i1p1f1-MIROC6,r26i1p1f1-MIROC6,r8i1p1f1-MIROC6,r24i1p1f1-MIROC6,r48i1p1f1-MIROC6,r50i1p1f1-MIROC6
